station_id,station_name,lat,lon,elevation,source,type_mes,mmask,is_snotel,swq_valid_count,snd_valid_count,swq_completeness,snd_completeness,BOUNDING_BOX_COORDS,POUR_POINT_COORDS,Watershed_Name
CanSWE-BCE-1A17,REVOLUTION CREEK,53.783333,-120.36667,1690.0,CanSWEv6-British Columbia Environment,0,1,False,104,103,0.3323533171417615,0.32915761216924455,53.88333/-120.46667/53.683334/-120.26667,53.783333/-120.36667,CanSWE_BCE_1A17
CanSWE-BCE-1A18,HOLMES RIVER,53.266666,-119.45,1900.0,CanSWEv6-British Columbia Environment,0,1,False,136,136,0.4346158762623034,0.4346158762623034,53.366665/-119.549995/53.166668/-119.35,53.266666/-119.45,CanSWE_BCE_1A18
CanSWE-BCE-1A19,DOME MOUNTAIN,53.616665,-121.01667,1820.0,CanSWEv6-British Columbia Environment,0,1,False,168,168,0.5368784353828455,0.5368784353828455,53.716663/-121.11667/53.516666/-120.91667,53.616665/-121.01667,CanSWE_BCE_1A19
CanSWE-BCE-1A20,MCBRIDE (MIDDLE),53.333332,-120.316666,1160.0,CanSWEv6-British Columbia Environment,0,1,False,119,119,0.3802888917295155,0.3802888917295155,53.43333/-120.416664/53.233334/-120.21667,53.333332/-120.316666,CanSWE_BCE_1A20
CanSWE-BCE-1A21,NARROW LAKE,53.583332,-121.9,1650.0,CanSWEv6-British Columbia Environment,0,1,False,133,133,0.42502876134475265,0.42502876134475265,53.68333/-122.0/53.483334/-121.8,53.583332/-121.9,CanSWE_BCE_1A21
CanSWE-BCE-1A22,MCBRIDE (LOWER),53.333332,-120.28333,790.0,CanSWEv6-British Columbia Environment,0,1,False,87,87,0.2780263326089735,0.2780263326089735,53.43333/-120.38333/53.233334/-120.183334,53.333332/-120.28333,CanSWE_BCE_1A22
CanSWE-BCE-1A24,FORFAR CREEK (UPPER),54.983334,-125.583336,1410.0,CanSWEv6-British Columbia Environment,0,1,False,40,40,0.12782819890067748,0.12782819890067748,55.083332/-125.683334/54.883335/-125.48334,54.983334/-125.583336,CanSWE_BCE_1A24
CanSWE-BCE-1B03,PONDOSY LAKE,53.183334,-126.88333,1020.0,CanSWEv6-British Columbia Environment,0,1,False,15,15,0.04793557458775406,0.04793557458775406,53.283333/-126.98333/53.083336/-126.78333,53.183334/-126.88333,CanSWE_BCE_1B03
CanSWE-BCE-1C02,PORCUPINE RIDGE,50.966667,-120.55,1830.0,CanSWEv6-British Columbia Environment,0,1,False,58,58,0.18535088840598235,0.18535088840598235,51.066666/-120.65/50.86667/-120.450005,50.966667/-120.55,CanSWE_BCE_1C02
CanSWE-BCE-1C03,TRANQUILLE LAKE,50.933334,-120.55,1420.0,CanSWEv6-British Columbia Environment,0,1,False,60,60,0.19174229835101625,0.19174229835101625,51.033333/-120.65/50.833336/-120.450005,50.933334/-120.55,CanSWE_BCE_1C03
CanSWE-BCE-1C04,PASS LAKE,50.85,-120.5,870.0,CanSWEv6-British Columbia Environment,0,1,False,61,61,0.19493800332353317,0.19493800332353317,50.949997/-120.6/50.75/-120.4,50.85/-120.5,CanSWE_BCE_1C04
CanSWE-BCE-1C07,LAC LE JEUNE (LOWER),50.466667,-120.5,1370.0,CanSWEv6-British Columbia Environment,0,1,False,164,164,0.5240956154927777,0.5240956154927777,50.566666/-120.6/50.36667/-120.4,50.466667/-120.5,CanSWE_BCE_1C07
CanSWE-BCE-1C10,FRENCH SNOWSHOE,52.85,-121.416664,1580.0,CanSWEv6-British Columbia Environment,0,1,False,29,29,0.09267544420299118,0.09267544420299118,52.949997/-121.51666/52.75/-121.316666,52.85/-121.416664,CanSWE_BCE_1C10
CanSWE-BCE-1C12,GREEN MOUNTAIN,50.783333,-122.916664,1630.0,CanSWEv6-British Columbia Environment,0,1,False,115,115,0.3675060718394478,0.3675060718394478,50.88333/-123.01666/50.683334/-122.816666,50.783333/-122.916664,CanSWE_BCE_1C12
CanSWE-BCE-1C13,BLACK MOUNTAIN,52.333332,-121.11667,1570.0,CanSWEv6-British Columbia Environment,0,1,False,22,22,0.07030550939537261,0.07030550939537261,52.43333/-121.21667/52.233334/-121.01667,52.333332/-121.11667,CanSWE_BCE_1C13
CanSWE-BCE-1C16,LYTTON,50.25,-121.566666,270.0,CanSWEv6-British Columbia Environment,0,1,False,106,106,0.33874472708679537,0.33874472708679537,50.35/-121.666664/50.15/-121.46667,50.25/-121.566666,CanSWE_BCE_1C16
CanSWE-BCE-1C18,MISSION RIDGE,50.766666,-122.2,1850.0,CanSWEv6-British Columbia Environment,0,1,False,136,136,0.4346158762623034,0.4346158762623034,50.866665/-122.299995/50.666668/-122.1,50.766666/-122.2,CanSWE_BCE_1C18
CanSWE-BCE-1C20,BOSS MOUNTAIN MINE,52.1,-120.86667,1500.0,CanSWEv6-British Columbia Environment,0,1,False,131,131,0.4186373513997188,0.4186373513997188,52.199997/-120.96667/52.0/-120.76667,52.1/-120.86667,CanSWE_BCE_1C20
CanSWE-BCE-1C24,YANKS PEAK,52.85,-121.416664,1710.0,CanSWEv6-British Columbia Environment,0,1,False,101,101,0.32276620222421065,0.32276620222421065,52.949997/-121.51666/52.75/-121.316666,52.85/-121.416664,CanSWE_BCE_1C24
CanSWE-BCE-1C26,HARRY LAKE,50.783333,-121.55,1350.0,CanSWEv6-British Columbia Environment,0,1,False,29,29,0.09267544420299118,0.09267544420299118,50.88333/-121.65/50.683334/-121.450005,50.783333/-121.55,CanSWE_BCE_1C26
CanSWE-BCE-1C27,CORNWALL HILLS,50.7,-121.45,2000.0,CanSWEv6-British Columbia Environment,0,1,False,36,36,0.11504537901060974,0.11504537901060974,50.8/-121.549995/50.600002/-121.35,50.7/-121.45,CanSWE_BCE_1C27
CanSWE-BCE-1C30,SPAHOMIN,50.133335,-120.36667,1450.0,CanSWEv6-British Columbia Environment,0,1,False,76,76,0.24287357791128722,0.24287357791128722,50.233334/-120.46667/50.033337/-120.26667,50.133335/-120.36667,CanSWE_BCE_1C30
CanSWE-BCE-1C31,CONANT LAKE,50.283333,-120.55,1370.0,CanSWEv6-British Columbia Environment,0,1,False,72,72,0.23009075802121948,0.23009075802121948,50.38333/-120.65/50.183334/-120.450005,50.283333/-120.55,CanSWE_BCE_1C31
CanSWE-BCE-1C33,GRANITE MOUNTAIN,52.533333,-122.26667,1150.0,CanSWEv6-British Columbia Environment,0,1,False,74,74,0.23648216796625338,0.23648216796625338,52.63333/-122.36667/52.433334/-122.16667,52.533333/-122.26667,CanSWE_BCE_1C33
CanSWE-BCE-1C34,BONAPARTE LAKE,51.316666,-120.416664,1450.0,CanSWEv6-British Columbia Environment,0,1,False,33,33,0.10545826409305893,0.10545826409305893,51.416664/-120.51666/51.216667/-120.316666,51.316666/-120.416664,CanSWE_BCE_1C34
CanSWE-BCE-1C35,FISH LAKE,51.466667,-123.61667,1500.0,CanSWEv6-British Columbia Environment,0,1,False,22,22,0.07030550939537261,0.07030550939537261,51.566666/-123.71667/51.36667/-123.51667,51.466667/-123.61667,CanSWE_BCE_1C35
CanSWE-BCE-1C35A,FISH LAKE NO.2,51.466667,-123.61667,1550.0,CanSWEv6-British Columbia Environment,0,1,False,10,10,0.03195704972516937,0.03195704972516937,51.566666/-123.71667/51.36667/-123.51667,51.466667/-123.61667,CanSWE_BCE_1C35A
CanSWE-BCE-1C36,PAVILION MOUNTAIN,50.983334,-121.71667,1960.0,CanSWEv6-British Columbia Environment,0,1,False,16,16,0.051131279560271,0.051131279560271,51.083332/-121.816666/50.883335/-121.61667,50.983334/-121.71667,CanSWE_BCE_1C36
CanSWE-BCE-1C42,CAVERHILL LAKE,51.34259,-120.40918,1397.0,CanSWEv6-British Columbia Environment,0,1,False,22,22,0.07030550939537261,0.07030550939537261,51.44259/-120.50918/51.24259/-120.30918,51.34259/-120.40918,CanSWE_BCE_1C42
CanSWE-BCE-1D01,COQUITLAM LAKE,49.366665,-122.8,300.0,CanSWEv6-British Columbia Environment,0,1,False,2,2,0.006391409945033875,0.006391409945033875,49.466663/-122.9/49.266666/-122.700005,49.366665/-122.8,CanSWE_BCE_1D01
CanSWE-BCE-1D06,TENQUILLE LAKE,50.533333,-122.916664,1680.0,CanSWEv6-British Columbia Environment,0,1,False,215,215,0.6870765690911415,0.6870765690911415,50.63333/-123.01666/50.433334/-122.816666,50.533333/-122.916664,CanSWE_BCE_1D06
CanSWE-BCE-1D07,HOPE,49.383335,-121.416664,70.0,CanSWEv6-British Columbia Environment,0,1,False,31,33,0.09906685414802505,0.10545826409305893,49.483334/-121.51666/49.283337/-121.316666,49.383335/-121.416664,CanSWE_BCE_1D07
CanSWE-BCE-1D11,BOSTON BAR CREEK (UPPER),49.583332,-121.21667,1340.0,CanSWEv6-British Columbia Environment,0,1,False,63,63,0.20132941326856701,0.20132941326856701,49.68333/-121.316666/49.483334/-121.11667,49.583332/-121.21667,CanSWE_BCE_1D11
CanSWE-BCE-1D11P,BOSTON BAR CREEK UPPER - PILLOW,49.583332,-121.21667,1340.0,CanSWEv6-British Columbia Environment,2,1,False,238,0,0.760577783459031,0.0,49.68333/-121.316666/49.483334/-121.11667,49.583332/-121.21667,CanSWE_BCE_1D11P
CanSWE-BCE-1D12,BOSTON BAR CREEK (LOWER),49.6,-121.11667,1230.0,CanSWEv6-British Columbia Environment,0,1,False,54,54,0.1725680685159146,0.1725680685159146,49.699997/-121.21667/49.5/-121.01667,49.6/-121.11667,CanSWE_BCE_1D12
CanSWE-BCE-1D12P,BOSTON BAR CREEK LOWER - PILLOW,49.583332,-121.21667,1230.0,CanSWEv6-British Columbia Environment,2,1,False,244,0,0.7797520132941327,0.0,49.68333/-121.316666/49.483334/-121.11667,49.583332/-121.21667,CanSWE_BCE_1D12P
CanSWE-BCE-1D13,WOLVERINE CREEK,50.516666,-122.96667,300.0,CanSWEv6-British Columbia Environment,0,1,False,136,136,0.4346158762623034,0.4346158762623034,50.616665/-123.066666/50.416668/-122.86667,50.516666/-122.96667,CanSWE_BCE_1D13
CanSWE-BCE-1D14,OTTOMITE,49.60275,-121.153656,1460.0,CanSWEv6-British Columbia Environment,0,1,False,81,81,0.25885210277387194,0.25885210277387194,49.702747/-121.253654/49.50275/-121.05366,49.60275/-121.153656,CanSWE_BCE_1D14
CanSWE-BCE-1D14P,OTTOMITE - PILLOW,49.6,-121.15,1460.0,CanSWEv6-British Columbia Environment,2,1,False,548,0,1.7512463249392813,0.0,49.699997/-121.25/49.5/-121.05,49.6/-121.15,CanSWE_BCE_1D14P
CanSWE-BCE-1D15,GREAT BEAR,49.6,-121.183334,1660.0,CanSWEv6-British Columbia Environment,0,1,False,80,80,0.25565639780135496,0.25565639780135496,49.699997/-121.28333/49.5/-121.083336,49.6/-121.183334,CanSWE_BCE_1D15
CanSWE-BCE-1D15P,GREAT BEAR-PILLOW,49.6,-121.183334,1660.0,CanSWEv6-British Columbia Environment,2,1,False,5898,0,18.848267927904896,0.0,49.699997/-121.28333/49.5/-121.083336,49.6/-121.183334,CanSWE_BCE_1D15P
CanSWE-BCE-1E01A,BLUE RIVER TOWN,52.133335,-119.25,670.0,CanSWEv6-British Columbia Environment,0,1,False,62,62,0.1981337082960501,0.1981337082960501,52.233334/-119.35/52.033337/-119.15,52.133335/-119.25,CanSWE_BCE_1E01A
CanSWE-BCE-1E02A,MOUNT COOK,52.183334,-119.316666,1580.0,CanSWEv6-British Columbia Environment,0,1,False,206,206,0.6583152243384891,0.6583152243384891,52.283333/-119.416664/52.083336/-119.21667,52.183334/-119.316666,CanSWE_BCE_1E02A
CanSWE-BCE-1E03,TROPHY MOUNTAIN,51.816666,-119.933334,1900.0,CanSWEv6-British Columbia Environment,0,1,False,7,7,0.02236993480761856,0.02236993480761856,51.916664/-120.03333/51.716667/-119.833336,51.816666/-119.933334,CanSWE_BCE_1E03
CanSWE-BCE-1E04,MOUNT ALBREDA,52.5,-119.05,1920.0,CanSWEv6-British Columbia Environment,0,1,False,81,81,0.25885210277387194,0.25885210277387194,52.6/-119.15/52.4/-118.950005,52.5/-119.05,CanSWE_BCE_1E04
CanSWE-BCE-1E06,COOK FORKS,52.166668,-119.316666,1390.0,CanSWEv6-British Columbia Environment,0,1,False,199,199,0.6359452895308706,0.6359452895308706,52.266666/-119.416664/52.06667/-119.21667,52.166668/-119.316666,CanSWE_BCE_1E06
CanSWE-BCE-1E08,AZURE RIVER,52.616665,-119.71667,1620.0,CanSWEv6-British Columbia Environment,0,1,False,115,115,0.3675060718394478,0.3675060718394478,52.716663/-119.816666/52.516666/-119.61667,52.616665/-119.71667,CanSWE_BCE_1E08
CanSWE-BCE-1E10,KOSTAL LAKE,52.2,-120.03333,1770.0,CanSWEv6-British Columbia Environment,0,1,False,70,68,0.2236993480761856,0.2173079381311517,52.3/-120.13333/52.100002/-119.933334,52.2/-120.03333,CanSWE_BCE_1E10
CanSWE-BCE-1E11,MOUNT SAINT ANNE,52.266666,-119.23333,1770.0,CanSWEv6-British Columbia Environment,0,1,False,49,49,0.15658954365332992,0.15658954365332992,52.366665/-119.33333/52.166668/-119.13333,52.266666/-119.23333,CanSWE_BCE_1E11
CanSWE-BCE-1E11P,MOUNT SAINT ANNE - PILLOW,52.266666,-119.23333,1770.0,CanSWEv6-British Columbia Environment,2,1,False,935,0,2.9879841493033363,0.0,52.366665/-119.33333/52.166668/-119.13333,52.266666/-119.23333,CanSWE_BCE_1E11P
CanSWE-BCE-1E12,MCQUEEN LAKE,50.833332,-120.45,1100.0,CanSWEv6-British Columbia Environment,0,1,False,52,52,0.16617665857088074,0.16617665857088074,50.93333/-120.549995/50.733334/-120.35,50.833332/-120.45,CanSWE_BCE_1E12
CanSWE-BCE-1E13,NORTH CLEMINA CREEK,52.566666,-118.95,1860.0,CanSWEv6-British Columbia Environment,0,1,False,100,100,0.31957049725169373,0.31957049725169373,52.666664/-119.049995/52.466667/-118.85,52.566666/-118.95,CanSWE_BCE_1E13
CanSWE-BCE-1F01B,HADDO LAKE,50.1,-119.083336,1300.0,CanSWEv6-British Columbia Environment,0,1,False,33,33,0.10545826409305893,0.10545826409305893,50.199997/-119.183334/50.0/-118.98334,50.1/-119.083336,CanSWE_BCE_1F01B
CanSWE-BCE-1F03,PARK MOUNTAIN,50.45,-118.61667,1890.0,CanSWEv6-British Columbia Environment,0,1,False,97,95,0.3099833823341429,0.30359197238910907,50.55/-118.71667/50.350002/-118.51667,50.45/-118.61667,CanSWE_BCE_1F03
CanSWE-BCE-1F05,HUMAMILT LAKE,51.333332,-119.1,1280.0,CanSWEv6-British Columbia Environment,0,1,False,4,4,0.01278281989006775,0.01278281989006775,51.43333/-119.2/51.233334/-119.0,51.333332/-119.1,CanSWE_BCE_1F05
CanSWE-BCE-2A01,CANOE RIVER,52.816666,-119.2,1040.0,CanSWEv6-British Columbia Environment,0,1,False,1,1,0.0031957049725169374,0.0031957049725169374,52.916664/-119.299995/52.716667/-119.1,52.816666/-119.2,CanSWE_BCE_2A01
CanSWE-BCE-2A02A,NEW GLACIER,51.25,-117.5,1250.0,CanSWEv6-British Columbia Environment,0,1,False,1,1,0.0031957049725169374,0.0031957049725169374,51.35/-117.6/51.15/-117.4,51.25/-117.5,CanSWE_BCE_2A02A
CanSWE-BCE-2A06,MOUNT REVELSTOKE,51.033333,-118.15,1830.0,CanSWEv6-British Columbia Environment,0,1,False,156,156,0.4985299757126422,0.4985299757126422,51.13333/-118.25/50.933334/-118.05,51.033333/-118.15,CanSWE_BCE_2A06
CanSWE-BCE-2A15,MICA CREEK,52.016666,-118.566666,560.0,CanSWEv6-British Columbia Environment,0,1,False,41,41,0.13102390387319443,0.13102390387319443,52.116665/-118.666664/51.916668/-118.46667,52.016666/-118.566666,CanSWE_BCE_2A15
CanSWE-BCE-2A17P,FIDELITY MOUNTAIN - PILLOW,51.233334,-117.7,1970.0,CanSWEv6-British Columbia Environment,2,1,False,344,0,1.0993225105458264,0.0,51.333332/-117.799995/51.133335/-117.6,51.233334/-117.7,CanSWE_BCE_2A17P
CanSWE-BCE-2A20,WATAM LAKE,51.466667,-118.566666,1810.0,CanSWEv6-British Columbia Environment,0,1,False,1,1,0.0031957049725169374,0.0031957049725169374,51.566666/-118.666664/51.36667/-118.46667,51.466667/-118.566666,CanSWE_BCE_2A20
CanSWE-BCE-2A21,MOLSON CREEK,52.233334,-118.23333,1980.0,CanSWEv6-British Columbia Environment,0,1,False,88,88,0.28122203758149045,0.28122203758149045,52.333332/-118.33333/52.133335/-118.13333,52.233334/-118.23333,CanSWE_BCE_2A21
CanSWE-BCE-2A26,BUGABOO CREEK,50.75,-116.7,1510.0,CanSWEv6-British Columbia Environment,0,1,False,67,67,0.21411223315863478,0.21411223315863478,50.85/-116.799995/50.65/-116.6,50.75/-116.7,CanSWE_BCE_2A26
CanSWE-BCE-2B01,REVELSTOKE,50.983334,-118.21667,560.0,CanSWEv6-British Columbia Environment,0,0,False,69,69,0.22050364310366868,0.22050364310366868,51.083332/-118.316666/50.883335/-118.11667,50.983334/-118.21667,CanSWE_BCE_2B01
CanSWE-BCE-2B02,FARRON,49.266666,-118.13333,1220.0,CanSWEv6-British Columbia Environment,0,1,False,37,37,0.11824108398312669,0.11824108398312669,49.366665/-118.23333/49.166668/-118.03333,49.266666/-118.13333,CanSWE_BCE_2B02
CanSWE-BCE-2B03,OLD GLORY MOUNTAIN,49.15,-117.916664,2130.0,CanSWEv6-British Columbia Environment,0,1,False,8,8,0.0255656397801355,0.0255656397801355,49.25/-118.01666/49.050003/-117.816666,49.15/-117.916664,CanSWE_BCE_2B03
CanSWE-BCE-2B04,WHATSHAN (LOWER),50.2,-118.03333,1250.0,CanSWEv6-British Columbia Environment,0,1,False,1,1,0.0031957049725169374,0.0031957049725169374,50.3/-118.13333/50.100002/-117.933334,50.2/-118.03333,CanSWE_BCE_2B04
CanSWE-BCE-2B06,BARNES CREEK,50.066666,-118.35,1620.0,CanSWEv6-British Columbia Environment,0,1,False,175,175,0.559248370190464,0.559248370190464,50.166664/-118.45/49.966667/-118.25,50.066666/-118.35,CanSWE_BCE_2B06
CanSWE-BCE-2B08,ST. LEON CREEK,50.433334,-117.7,1800.0,CanSWEv6-British Columbia Environment,0,1,False,159,159,0.5081170906301931,0.5081170906301931,50.533333/-117.799995/50.333336/-117.6,50.433334/-117.7,CanSWE_BCE_2B08
CanSWE-BCE-2C02,FERNIE,49.5,-115.05,1070.0,CanSWEv6-British Columbia Environment,0,1,False,48,48,0.153393838680813,0.153393838680813,49.6/-115.15/49.4/-114.950005,49.5/-115.05,CanSWE_BCE_2C02
CanSWE-BCE-2C02A,FERNIE (NE),49.516666,-115.03333,1070.0,CanSWEv6-British Columbia Environment,0,1,False,50,50,0.15978524862584687,0.15978524862584687,49.616665/-115.13333/49.416668/-114.933334,49.516666/-115.03333,CanSWE_BCE_2C02A
CanSWE-BCE-2C03A,KIMBERLEY,49.683334,-115.98333,1160.0,CanSWEv6-British Columbia Environment,0,1,False,37,37,0.11824108398312669,0.11824108398312669,49.783333/-116.08333/49.583336/-115.88333,49.683334/-115.98333,CanSWE_BCE_2C03A
CanSWE-BCE-2C05,MARBLE CANYON,51.2,-116.13333,1520.0,CanSWEv6-British Columbia Environment,0,1,False,172,172,0.5496612552729132,0.5496612552729132,51.3/-116.23333/51.100002/-116.03333,51.2/-116.13333,CanSWE_BCE_2C05
CanSWE-BCE-2C06,UPPER ELK RIVER,49.983334,-114.916664,1340.0,CanSWEv6-British Columbia Environment,0,1,False,69,69,0.22050364310366868,0.22050364310366868,50.083332/-115.01666/49.883335/-114.816666,49.983334/-114.916664,CanSWE_BCE_2C06
CanSWE-BCE-2C09,MORRISSEY RIDGE NO. 1,49.45,-114.96667,1860.0,CanSWEv6-British Columbia Environment,0,1,False,82,82,0.26204780774638886,0.26204780774638886,49.55/-115.066666/49.350002/-114.86667,49.45/-114.96667,CanSWE_BCE_2C09
